Total_Pop,Total_Males,Total_Females,Median_Age,Total_Veterans,Total_White_People,Total_Afr_Am_People,Total_Asian,Total_American_Ind_Alk_Ntv,Total_Cuban_Origin,Total_Puerto_Rican_Origin,Total_Dominican_Origin,Total_Mexican_Origin,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Children,Total_Married_Households,Total_Less_Highschool,Total_Bachelor_Holders,Total_STEM,Total_Business_Degree,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Total_Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Total_Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
740397,371546,368851,30.3,35123,663032,7703,10237,7885,470,1922,960,72223,688146,27191,44277,231193,145039,34210,84367,13435,25087,359148,342955,16193,63334,27766,78620,9194,0.4150,36.5,344237,10975,21923,49199,40555,15258,18393,35010,32493,20364,27091,5182,832,"Congressional District 1 (114th Congress), Utah",49,01,UT,UT-01-2016,20.4,77.4,22.4,49.7
750207,378030,372177,32.7,35700,628272,9106,22020,8903,1085,3211,992,83723,671768,42736,73468,208436,139276,43701,88075,16855,26211,361503,347115,14388,55339,26209,99400,11914,0.4512,36.4,349028,7563,22318,37937,44043,17272,21344,36586,37615,29148,17367,7146,876,"Congressional District 2 (114th Congress), Utah",49,02,UT,UT-02-2016,29.2,68.0,32.0,46.0
743301,374233,369068,27.5,22350,672818,4282,15507,12657,226,1151,123,51604,686066,30997,49880,234485,144016,26445,106955,15545,29239,351737,338339,13398,66007,24708,88898,14025,0.4445,34.3,347062,4051,22670,28995,42587,11486,23768,46390,39758,24330,11873,9549,970,"Congressional District 3 (114th Congress), Utah",49,03,UT,UT-03-2016,19.5,78.3,23.3,47.2
762014,382574,379440,31.2,26171,647218,13433,21181,5962,519,3573,1089,90580,677555,48030,76842,238219,136472,43410,88905,15075,27824,386952,373296,13656,67632,30490,64936,8508,0.3819,37.0,374010,5291,28607,43903,46991,19238,31900,26696,39999,27121,15402,8642,1002,"Congressional District 4 (114th Congress), Utah",49,04,UT,UT-04-2016,30.2,67.2,32.4,39.1
626042,308552,317490,43.1,40244,593056,7996,8627,2698,738,1956,149,2783,590845,12783,28247,120160,123509,36469,97824,14414,19473,332284,320368,11916,56990,28825,61314,10799,0.4452,42.3,327841,7978,23105,35990,37554,11140,15579,43640,49055,21705,15776,7587,923,"Congressional District (at Large) (114th Congress), Vermont",50,AL,VT,VT-AL-2016,67.0,31.2,56.7,30.3
771237,379691,391546,38.5,87245,555237,135274,27772,2592,1686,11938,1369,15453,687838,29047,65763,188582,159088,46150,103842,11332,36062,378055,360571,17484,77593,35072,49650,22262,0.4093,41.2,363121,2230,28431,22089,41396,14620,20876,31352,40879,22625,49192,5378,1283,"Congressional District 1 (114th Congress), Virginia",51,01,VA,VA-01-2016,43.4,55.3,41.2,53.6
748489,375465,373024,35.1,91998,496906,164657,39798,2603,2635,18944,2103,20205,668562,23733,59482,159786,130381,43073,98243,14713,33469,367306,346703,20603,62006,31113,71679,12079,0.4217,37.4,349128,3320,23922,29535,39504,11502,23003,33577,43116,34135,32963,6821,1159,"Congressional District 2 (114th Congress), Virginia",51,02,VA,VA-02-2016,48.2,50.5,45.4,48.8
738228,354180,384048,33.2,69061,259459,421775,13193,4949,1872,8482,1390,15673,690163,20213,35808,159810,83307,67806,76148,10439,21045,359819,328948,30871,41152,23758,157996,5973,0.4773,35.0,332455,957,17376,29142,42942,18307,19566,30517,48026,30139,25961,5349,921,"Congressional District 3 (114th Congress), Virginia",51,03,VA,VA-03-2016,67.6,31.3,63.6,31.9
753899,373228,380671,38.5,75457,463704,237082,17159,2416,765,10602,501,16108,700382,20348,39451,174432,139944,57474,88242,15517,33718,367618,345370,22248,62796,31141,78319,11818,0.4141,41.1,346106,3751,25720,33680,39294,18141,22506,31231,47617,23607,29049,5525,1061,"Congressional District 4 (114th Congress), Virginia",51,04,VA,VA-04-2016,60.3,38.5,58.7,37.1
736851,362520,374331,42.6,55118,557109,144322,13319,811,1150,3296,1012,11367,700221,16558,30823,146818,143319,73295,77177,14234,21992,354899,335429,19470,50612,25648,98763,11842,0.4709,41.5,339381,6428,25606,31236,38114,14877,15540,43159,51924,23790,17910,4768,806,"Congressional District 5 (114th Congress), Virginia",51,05,VA,VA-05-2016,45.9,52.5,42.3,53.4
745367,364656,380711,39.9,51199,622696,81602,13591,1742,2742,5974,388,15018,695013,26137,40657,151987,135878,66816,82579,13820,23368,355733,337382,18351,49220,24424,113115,7256,0.4412,39.8,344319,5721,24826,38728,42225,15803,19352,36731,50243,28285,13382,5605,805,"Congressional District 6 (114th Congress), Virginia",51,06,VA,VA-06-2016,39.5,58.8,34.9,59.7
778480,376401,402079,39.9,54159,583577,119185,39265,2039,997,6312,2146,12157,698763,37207,71042,180328,159823,46404,135388,19884,45529,421706,400797,20909,74889,35787,52722,26984,0.4420,42.2,402412,4117,25958,22693,48889,18427,42150,38425,54509,25213,23263,7709,1142,"Congressional District 7 (114th Congress), Virginia",51,07,VA,VA-07-2016,44.1,54.6,44.0,50.5
808352,404543,403809,35.5,50741,513375,108033,95876,1296,1874,8362,1915,15340,543943,128882,243855,173459,139139,57472,166636,19906,63030,487660,465319,22341,100644,51077,60698,52931,0.4317,37.9,466344,1078,29868,10640,32502,13136,32830,35956,38177,35106,71064,12123,1709,"Congressional District 8 (114th Congress), Virginia",51,08,VA,VA-08-2016,67.8,31.0,73.5,20.9
720447,356267,364180,42.0,45760,654260,40573,9679,404,546,2782,324,7571,697558,11777,18764,136324,138786,85646,64308,11400,17053,314711,294936,19775,42174,21789,127965,6200,0.4774,39.8,298321,9675,15078,44907,38980,12896,13142,36757,43701,16303,12591,3973,663,"Congressional District 9 (114th Congress), Virginia",51,09,VA,VA-09-2016,34.9,63.1,27.3,68.8
807670,399762,407908,37.9,51053,571749,55652,113994,2250,2094,8293,1387,26968,616014,71707,172689,216800,174055,40677,164178,20591,61332,434931,419901,15030,114793,46561,41499,59610,0.4363,42.5,421067,3473,25504,20058,39194,18408,26638,36885,39911,24482,33732,15061,1520,"Congressional District 10 (114th Congress), Virginia",51,10,VA,VA-10-2016,48.8,49.9,52.2,42.2
773973,379613,394360,36.4,56085,439979,104676,140830,1671,2723,10192,1941,18364,512042,113931,240292,181488,146088,44948,152476,20106,56419,438257,416902,21355,105031,45452,56940,43130,0.4045,40.3,418946,814,21922,10260,37890,13950,26701,37683,43270,30399,47736,10648,1752,"Congressional District 11 (114th Congress), Virginia",51,11,VA,VA-11-2016,62.5,36.3,66.9,27.5
713051,360336,352715,39.3,42627,565909,8574,72480,8170,520,2338,233,50828,588846,62919,114359,166483,157844,31297,136276,15825,40940,371865,356089,15776,86349,39458,54659,33829,0.4434,42.1,357023,6214,24622,47638,38688,15910,21346,26566,38840,17821,15481,11126,1371,"Congressional District 1 (114th Congress), Washington",53,01,WA,WA-01-2016,54.1,43.3,54.1,37.8
726951,358262,368689,37.4,56729,569002,20254,61803,8692,622,2413,283,56114,601358,55517,109196,155138,132999,39804,103994,15063,26603,370427,348973,21454,65000,30904,84082,12342,0.4275,38.8,350147,4462,23183,52598,44922,17156,18505,26585,43234,25226,14603,7455,1132,"Congressional District 2 (114th Congress), Washington",53,02,WA,WA-02-2016,59.2,38.0,56.9,34.8
711569,352670,358899,39.9,58696,619340,10500,23015,5846,1333,2073,0,53519,644706,30330,57549,169879,138840,49012,76169,12616,21465,333852,314325,19527,57331,29176,86853,10308,0.4348,41.3,314789,5458,27281,36583,36774,22641,18250,22968,40904,22626,15945,6005,979,"Congressional District 3 (114th Congress), Washington",53,03,WA,WA-03-2016,47.9,49.6,42.5,49.9
709698,358058,351640,33.8,38618,560187,6207,9596,16292,77,874,358,257434,589131,84344,115209,207354,129149,91179,57232,10018,15905,325801,305737,20064,52351,25562,118675,7525,0.4352,38.6,306145,45523,19267,26834,29208,19904,10561,23826,37271,21648,13483,2907,777,"Congressional District 4 (114th Congress), Washington",53,04,WA,WA-04-2016,37.9,59.7,35.1,57.9
696426,346928,349498,37.6,61552,614050,10474,16280,11024,463,2378,0,33321,642996,21710,40877,149461,131660,35774,80651,15075,23568,315292,292400,22892,47053,23907,110107,7338,0.4589,38.8,297034,8289,16445,26441,36921,13251,18187,36378,46686,19785,13963,4337,769,"Congressional District 5 (114th Congress), Washington",53,05,WA,WA-05-2016,43.7,53.5,39.1,52.2
680903,342334,338569,42.5,77486,559656,21915,26516,14522,888,4775,767,28994,623090,16703,45233,130467,131045,36268,87754,14713,20526,307705,285591,22114,58410,28634,78305,11612,0.4381,40.1,286382,5234,20029,27049,31092,13767,13398,24746,39015,24809,26095,3784,956,"Congressional District 6 (114th Congress), Washington",53,06,WA,WA-06-2016,56.1,41.2,51.8,39.5
746317,375919,370398,37.1,38751,548756,36063,82694,5057,1550,2605,0,31725,612462,61407,120338,117274,131330,28682,194544,27967,48900,452813,432500,20313,80119,41809,79431,41388,0.4644,37.2,437018,1323,18309,28943,52097,14958,27820,47112,57541,33836,11650,16053,1338,"Congressional District 7 (114th Congress), Washington",53,07,WA,WA-07-2016,79.2,18.1,82.1,12.2
730327,359520,370807,37.4,51111,566688,22081,67478,6629,836,3122,23,65782,623827,50218,95061,178151,152522,45796,108322,16432,31642,374596,355574,19022,77320,35564,61921,23967,0.4246,40.9,356802,7517,26225,40300,45067,23321,19148,28904,39614,19181,15774,8125,1161,"Congressional District 8 (114th Congress), Washington",53,08,WA,WA-08-2016,49.7,48.1,47.7,44.7
728262,366428,361834,36.5,36827,381943,79983,161938,4560,1128,2069,356,68497,503412,106667,208983,160625,127969,48569,132264,19966,36787,395527,373086,22441,71947,35215,83986,27967,0.4805,39.6,375293,2007,21491,38499,43708,26862,21905,23229,49093,29003,13649,9847,1305,"Congressional District 9 (114th Congress), Washington",53,09,WA,WA-09-2016,68.3,29.6,70.5,23.3
726847,364766,362081,35.7,74261,528124,46501,46308,11611,1420,9081,1429,59826,628509,32030,73353,177138,130459,41850,82501,11397,23401,341084,315905,25179,56564,30659,99782,8609,0.4165,39.0,317341,4525,23183,25163,40034,16969,15160,25515,47231,21110,32733,5068,1055,"Congressional District 10 (114th Congress), Washington",53,10,WA,WA-10-2016,56.3,41.1,51.3,39.9
614959,305206,309753,41.4,43890,581309,14815,5892,416,296,1704,44,2467,601953,5736,10449,118461,115833,48729,59109,12943,17341,274307,257296,17011,44180,22665,99954,6195,0.4672,40.4,259834,11133,16642,20341,34249,12802,9897,28139,47908,18517,15930,3318,685,"Congressional District 1 (114th Congress), West Virginia",54,01,WV,WV-01-2016,35.5,62.2,26.4,68.0
628879,310050,318829,42.3,48661,578129,31010,5042,485,701,3151,37,3096,610466,4370,12674,136215,121591,57442,55160,12422,18816,291449,271392,20057,47045,26038,92767,6501,0.4427,42.1,272207,7735,18044,21001,30352,15101,13201,25140,47354,21430,22557,4821,709,"Congressional District 2 (114th Congress), West Virginia",54,02,WV,WV-02-2016,38.0,60.0,29.4,65.8
600290,293303,306987,42.8,41819,563409,25369,3203,1239,265,1398,151,2161,591966,3986,6399,124771,113904,75944,37987,9693,9915,225535,205731,19804,35913,20371,128862,3661,0.4546,40.5,206397,11972,11949,13634,25499,11133,6155,17544,45408,17361,11194,2686,616,"Congressional District 3 (114th Congress), West Virginia",54,03,WV,WV-03-2016,32.8,65.0,23.3,72.5
714073,356076,357997,41.2,49604,625025,40094,16141,3397,886,7639,369,52809,674822,15882,33473,161781,147186,43742,87900,17626,30888,379243,361076,18167,62206,30331,70012,12397,0.4250,42.4,362648,4475,23197,70450,40785,18352,19407,28324,55007,23160,9505,5116,843,"Congressional District 1 (114th Congress), Wisconsin",55,01,WI,WI-01-2016,47.4,51.6,42.3,52.6
750045,371269,378776,36.3,38833,649191,32753,30910,2882,1053,4193,321,33130,691350,32749,52479,163332,140445,32194,121416,22200,30550,425707,407776,17931,61224,31319,86009,16101,0.4466,37.9,412895,8497,20759,46761,45246,12668,27473,48894,58785,31652,18814,10024,905,"Congressional District 2 (114th Congress), Wisconsin",55,02,WI,WI-02-2016,68.3,30.5,65.8,29.0
719264,360738,358526,38.5,49810,673431,7216,17069,4541,180,2307,0,12341,697557,7546,19020,151744,142133,37104,76613,14930,22812,371200,357480,13720,51219,25787,90376,7270,0.4296,38.9,366647,15995,19857,57865,48895,18232,20152,34250,57608,25333,13155,4939,727,"Congressional District 3 (114th Congress), Wisconsin",55,03,WI,WI-03-2016,54.8,43.8,44.8,49.3
716998,342816,374182,32.9,28486,377458,239546,26971,3904,356,23561,879,89087,632578,44286,70023,181964,84447,69500,81073,12040,25049,358042,330661,27381,40748,23995,168485,6977,0.4856,36.7,335807,1787,14184,49006,32100,14015,19872,31678,59198,31913,11419,5632,803,"Congressional District 4 (114th Congress), Wisconsin",55,04,WI,WI-04-2016,75.3,23.8,74.0,21.8
723853,357190,366663,40.8,38951,662106,17039,18618,1960,169,5666,271,30652,684116,16715,34724,159963,156056,29676,121416,22059,44908,394403,382694,11709,66777,33921,49444,16727,0.4310,41.8,386753,4439,19721,78457,45083,13265,27871,31283,58134,24610,9083,5995,894,"Congressional District 5 (114th Congress), Wisconsin",55,05,WI,WI-05-2016,37.7,61.3,37.3,57.4
710564,355879,354685,41.8,46100,662510,11790,18072,3503,304,1903,0,25422,682602,12470,25308,152267,154656,42805,85308,14812,29122,374537,360456,14081,56326,29615,67293,9024,0.4379,42.1,363318,10340,18811,90370,41064,14999,19890,24524,47701,23982,12867,4235,699,"Congressional District 6 (114th Congress), Wisconsin",55,06,WI,WI-06-2016,45.8,53.1,38.8,55.7
709049,359556,349493,44.4,54280,662660,4717,11671,13807,181,1252,140,10923,689611,7669,16642,153654,159678,43207,76853,15450,21533,362195,349367,12828,51863,27347,71874,7632,0.4271,43.5,350818,16057,23544,67315,39172,18943,20389,23408,53249,22951,13397,4228,686,"Congressional District 7 (114th Congress), Wisconsin",55,07,WI,WI-07-2016,47.8,50.9,37.3,57.7
727491,364773,362718,40.6,49102,653143,9135,16740,17758,1438,2462,0,26354,695281,14919,27312,167334,152882,37316,91965,15117,29918,391078,377733,13345,56137,29730,74471,8996,0.4133,41.6,380769,8882,26885,85593,43691,19154,23326,27654,44382,25120,11657,5278,716,"Congressional District 8 (114th Congress), Wisconsin",55,08,WI,WI-08-2016,47.6,51.3,38.6,56.2
586107,295102,291005,36.5,45534,536320,4727,4885,12968,78,1045,10,44025,560039,13499,21999,139500,117245,30425,67108,11706,15691,306713,291991,14722,60214,30509,63425,7844,0.4374,39.2,295328,38111,21473,12181,35044,16963,11271,33404,32155,27568,18762,4279,815,"Congressional District (at Large) (114th Congress), Wyoming",56,AL,WY,WY-AL-2016,28.0,69.2,22.5,70.1
706302,342475,363827,39.4,54533,473687,199899,9026,7886,446,2185,285,11051,682568,9516,18692,164892,116024,66731,79764,16121,24063,309760,287960,21800,44535,23514,120340,8666,0.4847,40.5,288779,3409,21594,35577,38100,15059,13996,24080,44981,24107,10066,4830,797,"Congressional District 1 (114th Congress), Alabama",01,01,AL,AL-01-2016,37.4,61.8,34.1,63.5
686622,329479,357143,38.0,55820,441581,218038,6761,1703,458,1550,413,13441,661125,12120,19168,159724,118264,75999,61235,8549,25080,302658,278712,23946,42395,22373,131410,6695,0.4800,39.7,280010,7113,16364,36861,36322,17097,14008,23804,35082,20007,22148,3292,720,"Congressional District 2 (114th Congress), Alabama",01,02,AL,AL-02-2016,36.4,62.9,33.0,64.9
703986,345053,358933,38.5,52327,492729,177845,10796,1668,528,3411,459,11106,675472,12753,21649,156465,125682,78070,57809,11644,19789,314711,292424,22287,42171,22599,134247,4988,0.4602,39.3,295040,4122,17786,53428,34223,13885,15892,27900,37466,20702,16459,5450,724,"Congressional District 3 (114th Congress), Alabama",01,03,AL,AL-03-2016,36.8,62.3,32.3,65.3
684685,333988,350697,40.5,38598,604514,49609,2811,3306,440,1046,485,31408,655384,17836,26110,157438,137989,92944,45953,8049,17594,287588,270536,17052,39608,21917,133258,5572,0.4677,40.7,270799,7735,19844,53242,33113,16304,11902,20363,36022,18566,10119,3224,608,"Congressional District 4 (114th Congress), Alabama",01,04,AL,AL-04-2016,24.0,74.8,17.4,80.4
708972,348199,360773,39.8,55014,544834,124221,11724,3480,1168,4435,205,23652,669445,18281,31730,157584,141360,61284,96095,12745,33667,334890,311767,23123,51531,26440,104900,11693,0.4712,40.9,312777,2345,19213,43813,36303,11640,12813,25671,39680,22846,20750,5170,694,"Congressional District 5 (114th Congress), Alabama",01,05,AL,AL-05-2016,34.9,63.9,31.3,64.7
700691,334924,365767,38.5,39102,553281,108872,13495,1500,997,915,55,21431,663454,22159,32774,164985,145434,49366,107334,19870,49632,346501,329109,17392,61524,30952,70679,16707,0.4644,40.3,330254,4549,21242,31533,35521,20342,30118,29718,47973,18068,12452,6726,894,"Congressional District 6 (114th Congress), Alabama",01,06,AL,AL-06-2016,24.7,74.3,26.1,70.8
667721,318692,349029,36.0,36111,219287,424814,4780,960,342,965,0,14206,645357,15676,19849,147320,78921,72488,56436,7287,18628,287141,258425,28716,33928,19325,181182,3739,0.4942,36.9,262459,5110,12346,37023,27653,13900,12712,26194,40843,22309,14563,4997,704,"Congressional District 7 (114th Congress), Alabama",01,07,AL,AL-07-2016,72.4,27.1,69.8,28.6
738432,388695,349737,33.3,66785,481314,26176,47295,101133,851,6719,2798,28002,663601,26177,58544,186391,120348,34616,87869,13677,23216,373610,343935,29675,73355,31232,74532,16772,0.4322,37.6,354766,18954,25415,11461,38999,27012,12651,33351,49732,27431,41595,6916,1163,"Congressional District (at Large) (114th Congress), Alaska",02,AL,AK,AK-AL-2016,41.2,55.3,37.6,52.8
759663,377937,381726,36.6,53482,482745,18895,13280,177468,736,3640,61,152354,701042,26024,51132,185242,123907,67978,67227,12112,19256,299179,267943,31236,48892,23423,150843,6793,0.4644,38.8,273151,10553,17012,19579,32540,12927,12613,30775,37645,25977,24687,4079,908,"Congressional District 1 (114th Congress), Arizona",04,01,AZ,AZ-01-2016,47.9,50.4,46.6,47.7
713631,351434,362197,41.7,75295,586472,29653,21997,6702,924,3554,1122,179129,617802,37727,82404,143651,128441,47514,94218,14583,28106,317656,294816,22840,48095,25679,110627,10372,0.4728,40.0,295365,3893,19370,15822,37574,9816,15348,33043,42287,26432,22111,4300,809,"Congressional District 2 (114th Congress), Arizona",04,02,AZ,AZ-02-2016,48.4,49.9,49.6,44.7
761488,378218,383270,31.1,37690,532826,36979,13263,36670,632,4310,965,431085,589471,93739,158481,211575,109168,112067,45427,6455,13188,342236,310093,32143,42953,21821,171955,3301,0.4268,36.6,313990,11180,24409,17892,41941,19551,16842,25432,38673,28865,22546,4164,882,"Congressional District 3 (114th Congress), Arizona",04,03,AZ,AZ-03-2016,61.4,36.9,62.4,32.5
739374,374763,364611,47.9,83648,659430,11929,8586,13739,737,3181,234,119242,675784,29817,55749,143583,152353,72565,65164,10734,20283,278170,256291,21879,46467,23555,100361,5505,0.4254,41.9,258079,7054,15795,15898,36725,14152,14244,17791,38596,25495,16576,3844,856,"Congressional District 4 (114th Congress), Arizona",04,04,AZ,AZ-04-2016,31.0,67.2,27.5,67.7
789400,385571,403829,38.6,52809,668216,25701,40669,10969,1471,5103,789,111177,696025,40135,80505,204103,159453,38204,120493,20770,46685,387986,371717,16269,69784,32268,67870,17056,0.4264,41.2,372155,2126,21407,37177,46562,19571,38650,30298,47853,23877,14590,7307,1145,"Congressional District 5 (114th Congress), Arizona",04,05,AZ,AZ-05-2016,34.6,63.8,36.5,57.6
749808,373474,376334,42.2,49733,629176,23954,37552,13657,1607,4641,1037,114347,636629,54560,104556,154082,141025,50861,141570,21533,62261,382238,362730,19508,63495,34198,97857,30240,0.5083,41.8,363201,1548,16860,21392,39494,14655,46362,24397,51271,33151,11492,9357,1051,"Congressional District 6 (114th Congress), Arizona",04,06,AZ,AZ-06-2016,38.8,59.5,42.4,52.4
769597,387768,381829,29.9,26369,472986,78582,17073,22541,3405,3994,369,454205,565672,146784,190802,234604,83961,142588,40804,6388,15186,342925,316992,25933,35243,21475,247030,4409,0.4797,36.4,318211,2185,34772,28375,39427,17339,21445,19288,34965,32339,10903,5212,835,"Congressional District 7 (114th Congress), Arizona",04,07,AZ,AZ-07-2016,71.7,26.5,71.8,22.6
767981,367429,400552,41.7,69679,654192,36894,26621,5643,1131,5388,819,128447,680187,32194,77086,176089,147894,41764,95118,18964,34980,350629,330615,20014,60858,30504,68273,10792,0.4083,41.4,331245,1867,22177,19949,46165,20140,34850,27152,49432,20384,15774,6226,1119,"Congressional District 8 (114th Congress), Arizona",04,08,AZ,AZ-08-2016,36.9,61.7,37.0,58.1
777123,390791,386332,33.3,40053,599951,38098,38515,21080,2367,5352,851,197728,652312,73233,113685,168599,107340,57432,118912,17116,42544,430760,408459,22301,51435,29577,144227,15018,0.4934,36.4,412113,2669,22003,31499,47671,19386,41817,41365,46360,38616,10774,10431,915,"Congressional District 9 (114th Congress), Arizona",04,09,AZ,AZ-09-2016,51.1,46.6,54.7,38.4
722402,360494,361908,40.0,51074,562244,131435,3594,4125,125,711,0,15827,706163,6645,11673,167581,134808,79155,49193,9714,15276,303102,283788,19314,36882,20567,141840,4854,0.4630,40.6,285037,13747,17711,44984,35932,16923,10591,24593,45753,19156,13896,4216,627,"Congressional District 1 (114th Congress), Arkansas",05,01,AR,AR-01-2016,36.3,61.0,30.2,65.0
761348,367989,393359,36.5,52949,550994,172117,13041,2778,1175,3157,105,26501,723771,18688,32168,179528,134215,59550,91119,17068,31962,360598,341387,19211,47118,25470,132826,12324,0.4838,38.5,343958,4967,20269,28860,46929,17823,20167,35022,57098,25336,21048,8515,797,"Congressional District 2 (114th Congress), Arkansas",05,02,AR,AR-02-2016,42.9,54.7,41.7,52.4
782717,385791,396926,35.1,47897,661447,26104,21558,8657,290,2615,859,69596,698251,55031,76086,195993,155281,74296,88615,10951,35591,367200,350972,16228,46740,25363,126522,11793,0.4724,38.2,353726,8983,21279,56313,57468,20072,17136,35453,42991,19560,8111,4625,715,"Congressional District 3 (114th Congress), Arkansas",05,03,AR,AR-03-2016,31.6,65.5,30.5,61.9
711737,349302,362435,41.2,55020,533362,139899,4211,5237,660,603,780,32015,684736,15245,22914,162842,136993,77070,50048,7665,14565,308518,285574,22944,37728,21291,149320,5073,0.4744,41.3,288342,13604,22328,46873,34475,15601,9652,28824,40259,18667,15188,3362,643,"Congressional District 4 (114th Congress), Arkansas",05,04,AR,AR-04-2016,35.9,61.8,31.3,64.2
710344,356036,354308,42.4,57813,612664,10022,21233,15985,1337,2258,174,76229,659613,21760,44969,143999,130769,49912,81191,13240,17506,302906,279386,23520,46091,22930,132763,8568,0.4678,40.4,281376,12849,18845,17284,34844,10425,13542,22528,47181,23667,20675,5685,934,"Congressional District 1 (114th Congress), California",06,01,CA,CA-01-2016,40.3,56.6,36.5,56.2
720346,355297,365049,43.5,39563,573424,11406,29271,15647,1176,2910,240,88978,617922,52989,93092,143361,134898,54001,127615,14899,31910,356323,335602,20721,65414,31263,87532,33130,0.5408,42.8,338233,11088,23603,21105,37993,9218,24124,32182,43509,23154,17537,9638,1301,"Congressional District 2 (114th Congress), California",06,02,CA,CA-02-2016,69.0,27.0,69.0,23.3
731775,368493,363282,34.7,50434,481053,46197,80476,6808,2235,4848,106,186324,582379,74157,137110,177871,122838,72993,71902,12515,16148,335526,305234,30292,57401,25874,121983,12383,0.4569,38.3,307002,17980,21572,21958,36746,17583,13835,33909,38505,20583,23665,3920,1118,"Congressional District 3 (114th Congress), California",06,03,CA,CA-03-2016,54.3,43.1,53.0,40.4
722313,358889,363424,44.9,58196,614717,11853,34703,5433,1365,2045,106,75105,649029,25536,64754,146340,153064,38644,109989,15576,34390,326658,302041,24617,70582,31800,67639,20718,0.4512,43.9,304238,4555,24031,20117,36063,14651,19803,27479,37735,23828,21362,6655,1183,"Congressional District 4 (114th Congress), California",06,04,CA,CA-04-2016,39.5,57.9,39.3,54.0
733412,358688,374724,39.8,41614,471405,42831,86669,5648,462,2130,0,167859,567675,77911,155836,152585,123188,68920,104908,16561,29319,375653,353187,22466,67197,31116,84206,21315,0.4660,40.2,356138,11830,27815,32789,39953,18278,20965,27621,49010,29776,15353,5947,1356,"Congressional District 5 (114th Congress), California",06,05,CA,CA-05-2016,69.7,27.5,69.2,24.3
750843,365172,385671,33.9,31507,405317,91066,115260,5265,748,4701,359,190790,561878,82440,176675,187154,102367,81530,88526,8902,23411,359538,329870,29668,49523,25462,154807,9241,0.4655,37.2,331490,2076,23008,15498,39403,17628,21465,24793,47935,28166,32820,5949,1017,"Congressional District 6 (114th Congress), California",06,06,CA,CA-06-2016,69.1,28.3,69.2,24.4
739069,360676,378393,38.5,46919,476982,56435,119759,3350,721,2419,0,94981,593458,49366,134669,170199,133215,46570,113160,15788,33440,366981,336311,30670,70131,31693,92224,17035,0.4362,41.1,337380,2550,18951,22465,35560,19295,25994,27132,49369,20524,39128,6041,1126,"Congressional District 7 (114th Congress), California",06,07,CA,CA-07-2016,50.8,46.8,52.3,40.9
716399,354143,362256,34.1,46609,559209,57427,21009,9391,2940,6489,154,240045,610220,46125,97424,194236,110974,78094,46743,8980,15252,294547,258645,35902,46468,22858,151851,5986,0.4624,38.8,259449,2588,19914,15630,34876,20591,10973,26019,33509,26320,16441,4035,980,"Congressional District 8 (114th Congress), California",06,08,CA,CA-08-2016,41.7,55.6,39.6,54.7
746779,371167,375612,34.4,31799,417932,66283,106748,4309,328,4306,96,248740,569105,88408,167766,203736,122914,92022,60309,10478,20545,334772,301182,33590,57509,26192,121314,10892,0.4566,40.0,303584,14083,27073,24214,36347,24267,15994,24214,42232,18292,14593,4771,1032,"Congressional District 9 (114th Congress), California",06,09,CA,CA-09-2016,57.8,40.1,56.6,38.0
